OBJECTID,OFT_1,STREET_O_NAME_1,STREET_F_NAME_1,STREET_T_NAME_1,NETWORK,BRANCH,SECTION,PAVEMENT,BASE,CONST_YR,RENOVATION_YR,SEALCOAT_YR,SEALCOAT_COUNT,OVERLAY_YR,PCI,PCI_BRANCH_AVG,LENGTH,COMMENTS_1,COMMENTS_2,INSPECTION_DATE,REFNO_ALL
11750,2.34417E+11,MARKET ST,GLENWOOD AVE,3RD AVE N,PRIVAT,-,-,UNKNOWN,UNKNOWN,,,,,,,,403,,,,9846
11751,36914181338,36TH ST W,DUPONT AVE S,COLFAX AVE S,MSA,251,3,ASPH/CONC,UNKNOWN,1965,2002,2012,2,,89,,331,,,2008-06-23T00:00:00.000Z,4068
11752,1.41804E+11,DUPONT AVE S,36TH ST W,35TH ST W,LOCAL,DUPTS,3,ASPHALT,CRUSH.ROCK,1991,,2009,2,,78,,661,,,2006-07-21T00:00:00.000Z,7765
11753,2.226E+11,LOWRY AVE N,3RD ST N,WASHINGTON AVE N,CSAH,153,3,ASPH/CONC,UNKNOWN,1958,,,,1997,,,399,,,,9628
11754,1.22228E+11,WEST BROADWAY,WEST RIVER RD N,BROADWAY ST NE,CSAH,66,BRG,BRIDGE,NONE,,,,,,,,614,,,,12154
11755,1.10115E+11,ABBOTT AVE S,EXCELSIOR BLVD,31ST ST W,RES,2618,6,ASPHALT7,CRUSH.CONC,1970,,2004,1,,,73,856,Pavement Exception: THE N END OF ABBOTT WAS RE-ALIGNED & PAVED IN 1999 & S.C. IN 2000.,,2013-09-11T00:00:00.000Z,6587
11756,31913271101,31ST ST W,CHOWEN AVE S,ABBOTT AVE S,RES,2618,29,ASPHALT,UNKNOWN,1999,,2004,2,,,73,370,,,2014-07-02T00:00:00.000Z,3318
11757,1.32703E+11,CHOWEN AVE S,32ND ST W,31ST ST W,RES,2618,4,ASPHALT7,UNKNOWN,1970,,2004,1,,,73,715,,,2013-09-11T00:00:00.000Z,7317
11758,3.60119E+11,ZENITH AVE S,IVY LN,32ND ST W,RES,2618,7,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,205,,,2013-09-11T00:00:00.000Z,12492
11759,1.90423E+11,IRVING AVE S,THE MALL,28TH ST W,RES,2783,2A,ASPHALT7,CRUSH.ROCK,1989,,2001,2,,,73,987,,,2013-07-02T00:00:00.000Z,9081
11760,2.20115E+11,LAGOON AVE,EMERSON AVE S,FREMONT AVE S,CSAH,43,2,ASPH/CONC,UNKNOWN,1960,,,,2005,,,330,,,,9334
11761,2.20114E+11,LAGOON AVE,DUPONT AVE S,EMERSON AVE S,CSAH,43,1,ASPHALT9,CRUSH.CONC,1990,,,,2005,,,409,,,,9333
11762,1.80903E+11,HENNEPIN AVE,28TH ST W,27TH ST W,MSA,425,4,ASPH/CONC,UNKNOWN,1957,2000,2009,2,,75,,680,,,2012-11-06T00:00:00.000Z,8785
11763,2.2072E+11,EAST LAKE OF THE ISLES PKWY,JAMES AVE S,28TH ST W,PRKBD,LKISLE,2E,ASPHALT7m,CLASS 5,1979,2009,2010,1,,89,,398,,,2013-11-19T00:00:00.000Z,7856
11764,2.20703E+11,EAST LAKE OF THE ISLES PKWY,27TH ST W,EUCLID PL,PRKBD,LKISLE,2E,ASPHALT7m,CLASS 5,1979,2009,2010,1,,89,,520,,,2013-11-19T00:00:00.000Z,7858
11765,1.61322E+11,FRANKLIN AVE W,LOGAN AVE S,KNOX AVE S,LOCAL,FRANKW,2,ASPHALT9,S.GRAN.MAT.,1980,,2007,3,,59,,413,Pavement Exception: IT IS UNKNOWN WHEN THE WEST 100' OF THIS SEC. WAS BUILT.,,2013-11-22T00:00:00.000Z,8306
11766,2.20702E+11,EAST LAKE OF THE ISLES PKWY,22ND ST W,WEST LAKE OF THE ISLES PKWY,PRKBD,LKISLE,2E,ASPHALT7m,CLASS 5,1979,2009,2010,1,,89,,1034,,,2013-11-19T00:00:00.000Z,7862
11767,37402820292,37TH ST E,28TH AVE S,29TH AVE S,RES,2813,4,ASPHALT7,CRUSH.CONC,1990,,2000,2,,,74,348,,,2013-07-12T00:00:00.000Z,4203
11768,2.91029E+11,SHARON AVE SE,SEYMOUR AVE SE,WARWICK ST SE,RES,2685,17,ASPHALT7,CRUSH.CONC,1979,,,,2010,,85,326,,,2013-07-18T00:00:00.000Z,11168
11769,3.30549E+11,WARWICK ST SE,FRONTAGE N,SHARON AVE SE,RES,2685,12,ASPHALT7,CRUSH.CONC,1979,,,,2010,,85,394,,,2013-07-18T00:00:00.000Z,11952
11770,4.91033E+11,FRONTAGE N,WARWICK ST SE,CECIL ST SE,LOCAL,WARWK,1,ASPHALT,UNKNOWN,1966,,,,,67,,369,,,2009-11-10T00:00:00.000Z,8409
11771,2.91406E+11,SHOREVIEW AVE,56TH ST E,23RD AVE S,RES,2627,17,ASPHALT7m,CLASS 3,1972,,,,2011,,88,684,,,2014-08-05T00:00:00.000Z,11247
11772,2.91402E+11,SHOREVIEW AVE,23RD AVE S,55TH ST E,RES,2627,17,ASPHALT7m,CLASS 3,1972,,,,2011,,88,92,,,2014-08-05T00:00:00.000Z,11248
11773,2.91405E+11,SHOREVIEW AVE,53RD ST E,SHOREVIEW AVE,RES,2613,2,CONCRETE7,S.GRAN.MAT.,1969,,,,,,78,238,,,2013-10-21T00:00:00.000Z,11253
11774,26205342914,26TH AVE S,53RD ST E,SHOREVIEW AVE,RES,2613,4,CONCRETE7,S.GRAN.MAT.,1969,,,0,,,78,204,,,2013-10-21T00:00:00.000Z,2587
11775,27204440434,27TH AVE S,44TH ST E,43RD ST E,RES,2743,11,ASPHALT7,CRUSH.CONC,1986,,1995,2,,,65,642,,,2013-07-10T00:00:00.000Z,2754
11776,2923R35S0474,STEVENS AVE,I-35W S RAMP,47TH ST E,LOCAL,STEVE,10,ASPHALT,UNKNOWN,2009,,,,,100,,498,,,2009-11-01T00:00:00.000Z,11384
11777,2.90415E+11,SAINT MARYS AVE,ESSEX ST SE,DELAWARE ST SE,RES,2685,5,ASPHALT7,CRUSH.CONC,1979,,1993,3,,,85,296,,,2013-07-18T00:00:00.000Z,11142
11778,3.32314E+11,WILLIAMS AVE SE,DELAWARE ST SE,WILLIAMS AVE SE,RES,2685,6,ASPHALT7,CRUSH.CONC,1979,,,,2010,,85,819,,,2013-07-18T00:00:00.000Z,12346
11779,3.32329E+11,WILLIAMS AVE SE,SAINT MARYS PL,DELAWARE ST SE,RES,2685,6,ASPHALT7,CRUSH.CONC,1979,,,,2010,,85,314,,,2013-07-18T00:00:00.000Z,12345
11780,3.31018E+11,WASHINGTON AVE SE,HURON BLVD SE,UNIVERSITY AVE SE,MSA,463,1,ASPHALT,UNKNOWN,2012,,,,,100,,349,,,2012-11-01T00:00:00.000Z,12085
11781,2.34004E+11,EAST MINNEHAHA PKWY,39TH AVE S,38TH AVE S,PRKBD,MINNPK,15,ASPHALT,UNKNOWN,2001,,,,,77,,243,,,2010-10-29T00:00:00.000Z,7900
11782,2.34104E+11,EAST MINNEHAHA PKWY,38TH AVE S,39TH AVE S,PRKBD,MINNPK,15,ASPHALT,UNKNOWN,2001,,,,,77,,244,,,2010-10-29T00:00:00.000Z,7899
11783,49404020412,49TH ST E,40TH AVE S,41ST AVE S,RES,2730,13,ASPHALT7m,S.GRAN.MAT.,1982,,2006,3,,,69,352,,,2013-07-26T00:00:00.000Z,5595
11784,42205041810,42ND AVE S,50TH ST E,HIAWATHA AVE,LOCAL,42AVS,1,ASPH/CONC,UNKNOWN,1956,,,,,75,,545,,,2009-09-02T00:00:00.000Z,4773
11785,43922051618,43RD ST W,EAST LAKE HARRIET PKWY,FREMONT AVE S,RES,2715,8,ASPHALT7,CRUSH.CONC,1980,,1993,2,,,50,403,,,2014-05-28T00:00:00.000Z,4993
11786,42922051618,42ND ST W,EAST LAKE HARRIET PKWY,FREMONT AVE S,RES,2715,9,ASPHALT7,CRUSH.CONC,1980,,1993,2,,,50,310,Pavement Exception: See plan C9180 for additional info.   Sealcoat Exception: Dupont to Bryant was sealcoated in 2005.,,2014-05-28T00:00:00.000Z,4868
11787,2.20522E+11,EAST LAKE HARRIET PKWY,EAST LAKE HARRIET PKWY,42ND ST W,PRKBD,HARIET,4EE,ASPHALT7m,CLASS 5,1979,,2001,1,,60,,550,,,2010-09-16T00:00:00.000Z,7848
11788,2.20521E+11,EAST LAKE HARRIET PKWY,KINGS HWY,44TH ST W,PRKBD,HARIET,3EE,ASPHALT7m,CLASS 5,1979,,1998,2,,60,,1084,,,2010-09-16T00:00:00.000Z,7846
11789,12202940284,12TH AVE S,29TH ST E,28TH ST E,RES,2635,12,ASPHALT9,S.GRAN.MAT.,1974,,1999,3,,,62,676,,,2013-08-08T00:00:00.000Z,1246
11790,11202940284,11TH AVE S,29TH ST E,28TH ST E,RES,2635,10,ASPHALT9,S.GRAN.MAT.,1974,,1999,3,,,62,677,,,2013-08-08T00:00:00.000Z,1151
11791,3203440334,3RD AVE S,34TH ST E,33RD ST E,RES,2647,1,ASPHALT7m,S.GRAN.MAT.,1975,,1995,3,,,65,658,,,2013-05-31T00:00:00.000Z,306
11792,36429230022,36TH ST E,STEVENS AVE,2ND AVE S,MSA,251,5,ASPH/CONC,UNKNOWN,1963,2002,2012,2,,86,,325,Sealcoat Exception: NICOLLET - I35W WAS SEALCOATED IN 2013.,,2008-06-24T00:00:00.000Z,4001
11793,44912071101,44TH ST W,BEARD AVE S,ABBOTT AVE S,MSA,424,1,ASPHALT9,UNKNOWN,1977,,,,2009,82,,333,,,2013-09-23T00:00:00.000Z,5122
11794,1.82219E+11,HUMBOLDT AVE N,HUMBOLDT LN N,HUMBOLDT LN N,CSAH,57,2,ASPHALT9,CLASS 5,2000,,,0,,,,896,,,,8944
11795,1.52211E+11,EXCELSIOR BLVD,ABBOTT AVE S,CALHOUN BLVD W,CSAH,3,1,ASPH/CONC,UNKNOWN,1958,,,,2011,,,779,,,,8165
11796,2.20802E+11,WEST LAKE OF THE ISLES PKWY,21ST ST W,OLIVER PL S,PRKBD,LKISLE,1W,ASPHALT7m,CLASS 5,1979,2009,2010,1,,90,,1322,,,2013-11-19T00:00:00.000Z,12233
11797,44402820272,44TH ST E,28TH AVE S,27TH AVE S,RES,2743,15A,ASPHALT7,CRUSH.CONC,1986,,1995,2,,,65,311,,,2013-07-10T00:00:00.000Z,5095
11798,47403220332,47TH ST E,32ND AVE S,33RD AVE S,RES,2661,19,CONCRETE7,S.GRAN.MAT.,1976,,,,,,83,218,,,2013-10-07T00:00:00.000Z,5434
11799,47403320342,47TH ST E,33RD AVE S,34TH AVE S,RES,2661,19,CONCRETE7,S.GRAN.MAT.,1976,,,,,,83,361,,,2013-10-07T00:00:00.000Z,5435
11800,35223400474,35TH AVE S,EAST MINNEHAHA PKWY,47TH ST E,RES,2661,13,CONCRETE7,S.GRAN.MAT.,1976,,,,,,83,545,,,2013-10-07T00:00:00.000Z,3823
11801,47403520362,47TH ST E,35TH AVE S,36TH AVE S,RES,2661,20,CONCRETE7,S.GRAN.MAT.,1976,,,,,,83,316,,,2013-10-07T00:00:00.000Z,5436
11802,2.61403E+11,PILLSBURY AVE,34TH ST W,33RD ST W,RES,2662,8,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,558,,,2011-05-26T00:00:00.000Z,10735
11803,34926141213,34TH ST W,PILLSBURY AVE,BLAISDELL AVE,RES,2662,9,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,414,,,2011-05-26T00:00:00.000Z,3764
11804,2.61404E+11,PILLSBURY AVE,35TH ST W,34TH ST W,RES,2662,8,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,642,,,2011-05-26T00:00:00.000Z,10734
11805,M55N04640454,HIAWATHA AVE,46TH ST E,45TH ST E,STH,55,4,ASPHALT9,CLASS 5,1990,2005,,0,,,,763,,,,8838
11806,1.70912E+11,GLENWOOD AVE,BRYANT AVE N,MARKET ST,CSAH,40,3,ASPH/CONC,S.GRAN.MAT.,1959,,2013,1,2004,,,267,,,,8567
11807,44916182110,44TH ST W,FREMONT AVE S,KINGS HWY,RES,2715,7,ASPHALT7,CRUSH.CONC,1980,,1993,2,,,50,412,,,2014-05-28T00:00:00.000Z,5132
11808,1.61821E+11,FREMONT AVE S,KINGS HWY,44TH ST W,RES,2715,1,ASPHALT7,CRUSH.CONC,1980,,1993,2,,,50,1202,,,2014-05-28T00:00:00.000Z,8386
11809,1.1132E+11,AUTUMN ST,JACKSON ST NE,VAN BUREN ST NE,LOCAL,AUTUM,1,ASPHALT9,UNKNOWN,1971,,,,,80,,377,,,2011-11-07T00:00:00.000Z,6717
11810,1.30104E+11,EAST LAKE CALHOUN PKWY,36TH ST W,33RD ST W,PRKBD,CALPKY,2E,ASPHALT9,S.GRAN.MAT.,1975,,1994,2,,23,,1997,,,2012-10-15T00:00:00.000Z,7829
11811,1.22112E+11,BROADWAY ST NE,WEST BROADWAY,MARSHALL ST NE,CSAH,66,8,ASPHALT9,S.GRAN.MAT.,1986,,,,2009,,,1586,,,,6879
11812,36911013601,36TH ST W,ABBOTT AVE S,ZENITH AVE S,RES,2599,34,ASPHALT7,CEM.ST.SOIL,1968,,,,2012,,100,277,,,2012-11-01T00:00:00.000Z,4055
11813,2.50922E+11,OLIVER PL S,WEST LAKE OF THE ISLES PKWY,NEWTON AVE S,RES,2618,25,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,369,,,2013-09-11T00:00:00.000Z,10455
11814,1.82303E+11,HUMBOLDT AVE S,28TH ST W,THE MALL,RES,2783,3,ASPHALT7,CRUSH.CONC,1989,,2001,2,,,73,917,Pavement Exception: LAKE - LAGOON IS 9 TON ASPH PVMT,,2013-07-02T00:00:00.000Z,8965
11815,2.20703E+11,EAST LAKE OF THE ISLES PKWY,28TH ST W,27TH ST W,PRKBD,LKISLE,2E,ASPHALT7m,CLASS 5,1979,2009,2010,1,,89,,558,,,2013-11-19T00:00:00.000Z,7857
11816,2.20715E+11,EAST LAKE OF THE ISLES PKWY,EUCLID PL,26TH ST W,PRKBD,LKISLE,2E,ASPHALT7m,CLASS 5,1979,2009,2010,1,,89,,1038,,,2013-11-19T00:00:00.000Z,7859
11817,2.20825E+11,WEST LAKE OF THE ISLES PKWY,OLIVER PL S,NEWTON AVE S,PRKBD,LKISLE,1W,ASPHALT7m,CLASS 5,1979,2009,2010,1,,90,,1146,,,2013-11-19T00:00:00.000Z,12234
11818,2.40425E+11,NEWTON AVE S,OLIVER PL S,21ST ST W,RES,2618,24,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,1145,,,2013-09-11T00:00:00.000Z,10217
11819,2.40422E+11,NEWTON AVE S,WEST LAKE OF THE ISLES PKWY,OLIVER PL S,RES,2618,24,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,499,,,2013-09-11T00:00:00.000Z,10216
11820,2.50824E+11,OLIVER AVE S,NEWTON AVE S,21ST ST W,RES,2618,23,CONCRETE7,S.GRAN.MAT.,1970,,,0,,,73,1202,,,2013-09-11T00:00:00.000Z,10444
11821,1.70103E+11,GARFIELD AVE,32ND ST W,31ST ST W,RES,2662,2,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,654,,,2011-05-26T00:00:00.000Z,8442
11822,1.70103E+11,GARFIELD AVE,33RD ST W,32ND ST W,RES,2662,2,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,659,,,2011-05-26T00:00:00.000Z,8441
11823,34917011804,34TH ST W,GARFIELD AVE,HARRIET AVE,RES,2662,9,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,320,,,2011-05-26T00:00:00.000Z,3760
11824,1.80403E+11,HARRIET AVE,34TH ST W,33RD ST W,RES,2662,4,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,567,,,2011-05-26T00:00:00.000Z,8724
11825,1.80404E+11,HARRIET AVE,35TH ST W,34TH ST W,RES,2662,4,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,653,,,2011-05-26T00:00:00.000Z,8723
11826,34918041715,34TH ST W,HARRIET AVE,GRAND AVE S,RES,2662,9,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,314,,,2011-05-26T00:00:00.000Z,3761
11827,34926152614,34TH ST W,PLEASANT AVE,PILLSBURY AVE,RES,2662,9,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,422,,,2011-05-26T00:00:00.000Z,3763
11828,33926152614,33RD ST W,PLEASANT AVE,PILLSBURY AVE,RES,2662,10,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,423,,,2011-05-26T00:00:00.000Z,3610
11829,1.70923E+11,GLENWOOD AVE,MARKET ST,ALDRICH AVE N,CSAH,40,3,ASPH/CONC,S.GRAN.MAT.,1959,,2013,1,2004,,,81,,,,8568
11830,3012272344,3RD AVE N,BRYANT AVE N,MARKET ST,LOCAL,03AVN,1,ASPH/CONC,UNKNOWN,1959,,1988,1,,62,,323,,,2007-07-09T00:00:00.000Z,264
11831,4017033213,4TH AVE N,GIRARD AVE N,VAN WHITE MEMORIAL BLVD,RES,9746,19,ASPHALT7m,CRUSH.CONC,2005,,,,,,87,144,,,2010-05-14T00:00:00.000Z,408
11832,00520194R94E,5TH AVE S,19TH ST E,I-94 E RAMP,RES,2910,9,ASPH/CONC,CEM.ST.SOIL,1967,2000,2001,1,,,76,196,,,2013-08-20T00:00:00.000Z,617
11833,0042R94W0154,4TH AVE S,I-94 W RAMP,15TH ST E,MSA,281,2,ASPHALT9,CRUSH.CONC,2001,,2003,1,,86,,291,,,2010-08-19T00:00:00.000Z,450
11834,3.00804E+11,THOMAS AVE S,38TH ST W,WEST LAKE CALHOUN PKWY,RES,2599,11,ASPHALT7,CEM.ST.SOIL,1968,,,,2012,,100,371,,,2012-11-01T00:00:00.000Z,11620
11835,1.30229E+11,WEST LAKE CALHOUN PKWY,SHERIDAN AVE S,RICHFIELD RD,PRKBD,CALPKY,1W,ASPHALT9,S.GRAN.MAT.,1974,1999,2012,2,,80,,819,,,2009-11-06T00:00:00.000Z,12193
11836,3.31316E+11,WAVELAND TER,FRANCE AVE S,EWING AVE S,RES,2599,28,ASPHALT7,BIT.ST.SOIL,1968,,,,2012,,100,429,,,2012-11-01T00:00:00.000Z,12108
11837,2.33413E+11,MOTOR PL,CHOWEN AVE S,BEARD AVE S,RES,2599,2,ASPHALT7,BIT.ST.SOIL,1968,,,,2012,,100,336,,,2012-11-01T00:00:00.000Z,10122
11838,1.70816E+11,GLENDALE TER,FRANCE AVE S,DREW AVE S,RES,2599,26,ASPHALT7,BIT.ST.SOIL,1968,,,,2012,,100,659,,,2012-11-01T00:00:00.000Z,8545
11839,1.34116E+11,COLGATE AVE,FRANCE AVE S,DREW AVE S,RES,2599,29,ASPHALT7,BIT.ST.SOIL,1968,,,,2012,,100,748,,,2012-11-01T00:00:00.000Z,7468
11840,1.52114E+11,EWING AVE S,DREW AVE S,WAVELAND TER,RES,2599,13,ASPHALT7,BIT.ST.SOIL,1968,,,,2012,,100,655,,,2012-11-01T00:00:00.000Z,8147
11841,1.41615E+11,DREW AVE S,EWING AVE S,CHOWEN AVE S,RES,2599,14,ASPHALT7,BIT.ST.SOIL,1968,,,,2013,,100,164,,,2013-11-01T00:00:00.000Z,7686
11842,35400222923,35TH ST E,2ND AVE S,STEVENS AVE,MSA,249,2,ASPH/CONC,S.GRAN.MAT.,1961,2002,2012,2,,76,,325,,,2013-09-03T00:00:00.000Z,3850
11843,3.10603E+11,UPTON AVE N,30TH AVE N,LOWRY AVE N,RES,2672,4A,ASPHALT7,CRUSH.CONC,1979,,2001,3,,,64,662,,,2011-08-29T00:00:00.000Z,11776
11844,38429230022,38TH ST E,STEVENS AVE,2ND AVE S,MSA,253,3,ASPH/CONC,S.GRAN.MAT.,1960,,2014,1,2009,84,,336,Pavement Exception: BLAISDELL - NICOLLET WAS NOT OVERLAID IN 2009.,,2013-09-05T00:00:00.000Z,4267
11845,34415080102,34TH ST E,ELLIOT AVE,10TH AVE S,RES,2652,16A,ASPHALT7m,S.GRAN.MAT.,1976,,2006,3,,,73,347,,,2013-08-26T00:00:00.000Z,3706
11846,3.00703E+11,THOMAS AVE N,30TH AVE N,LOWRY AVE N,RES,2672,5,ASPHALT7,CRUSH.CONC,1979,,2001,3,,,64,659,,,2011-08-29T00:00:00.000Z,11586
11847,2.41114E+11,EAST LAKE NOKOMIS PKWY,DERBY AVE,53RD ST E,PRKBD,NOKOMS,2SE,ASPHALT7,CLASS 5,1977,2005,2006,1,,89,,2605,,,2011-11-29T00:00:00.000Z,7851
11848,2.41113E+11,EAST LAKE NOKOMIS PKWY,CEDAR AVE S,DERBY AVE,PRKBD,NOKOMS,2SE,ASPHALT7,CLASS 5,1977,2005,2006,1,,89,,1268,,,2011-11-29T00:00:00.000Z,7850
11849,1.90312E+11,IRVING AVE N,WEST BROADWAY,21ST AVE N,RES,2614,6,CONCRETE7,S.GRAN.MAT.,1970,,,,,,75,291,,,2011-04-29T00:00:00.000Z,9029
11850,2.61403E+11,PILLSBURY AVE,33RD ST W,32ND ST W,RES,2662,8,ASPHALT7m,S.GRAN.MAT.,1976,,2001,3,,,67,649,,,2011-05-26T00:00:00.000Z,10736
11851,1307DEDS4910,CECIL ST SE,DEAD END (S),FRONTAGE N,RES,2685,13,ASPHALT7,CRUSH.CONC,1979,,,,2010,,85,53,,,2013-07-18T00:00:00.000Z,7077
11852,2.94013E+11,E M STATELY ST,CEDAR AVE S,OGEMA PL,RES,2985,12A,ASPHALT7m,S.GRAN.MAT.,1972,2003,2004,1,,,76,680,,,2014-06-26T00:00:00.000Z,7786
11853,25172940DEDN,OGEMA PL,E M STATELY ST,DEAD END (N),LOCAL,OGEMA,1,ASPHALT7m,S.GRAN.MAT.,1973,,,,,63,,640,,,2010-10-05T00:00:00.000Z,10393
11854,2.85813E+11,EAST RIVER PKWY,CECIL ST SE,ST ANTHONY AVE,PRKBD,RIVPKE,1,ASPHALT,UNKNOWN,1952,,1997,2,,41,,886,Sealcoat Exception: THORNTON ST - FRANKLIN WAS LAST S.C. IN 1984.,,2011-11-23T00:00:00.000Z,7952
11855,2.60719E+11,PARK TER,ISABEL AVE,47TH AVE S,RES,2794,6,ASPHALT7,CRUSH.CONC,1983,,1993,2,,,61,686,,,2013-08-26T00:00:00.000Z,10600
11856,1.90505E+11,ISABEL AVE,47TH AVE S,PARK TER,RES,2794,7,ASPHALT7,CRUSH.CONC,1983,,1993,2,,,61,449,,,2013-08-26T00:00:00.000Z,9094
11857,2.60705E+11,PARK TER,47TH AVE S,ISABEL AVE,RES,2794,6,ASPHALT7,CRUSH.CONC,1983,,1993,2,,,61,240,,,2013-08-26T00:00:00.000Z,10599
11858,2.80828E+11,RIDGWAY PKWY,RIDGWAY PKWY,STINSON BLVD,PRKBD,RIDGWY,1,ASPHALT7m,CLASS 5,1980,,2000,2,,34,,440,,,2013-11-19T00:00:00.000Z,11034
11859,01641334R94W,16TH ST E,CLINTON AVE,I-94 W RAMP,MSA,281,2,ASPHALT9,S.GRAN.MAT.,2001,,2003,1,,86,,462,,,2010-08-19T00:00:00.000Z,1646
11860,2.21125E+11,LASALLE AVE,OAK GROVE ST,GROVELAND AVE,MSA,159,1,ASPHALT9,CRUSH.CONC,2004,,2005,1,,93,,795,,,2008-07-11T00:00:00.000Z,9447
11861,2.40502E+11,NICOLLET AVE,18TH ST E,16TH ST E,MSA,283,1,ASPHALT9,S.GRAN.MAT.,1972,1997,2008,2,,65,,731,,,2010-09-03T00:00:00.000Z,10276
11862,1.61717E+11,FREMONT AVE N,GLENWOOD AVE,VAN WHITE MEMORIAL BLVD,RES,9746,23,ASPHALT9,CLASS 5,2012,,,,,,87,287,,,2012-11-01T00:00:00.000Z,8333
11863,1.82605E+11,HIAWATHA LN,54TH ST E,53RD ST E,RES,2730,9,ASPHALT7m,S.GRAN.MAT.,1982,,2006,3,,,69,836,,,2013-07-26T00:00:00.000Z,8876
11864,48205440534,48TH AVE S,54TH ST E,53RD ST E,RES,2730,8,ASPHALT7m,S.GRAN.MAT.,1982,,2006,3,,,69,662,,,2013-07-26T00:00:00.000Z,5478
11865,1.71123E+11,GODFREY PKWY,MINNEHAHA AVE,46TH AVE S,PRKBD,GODFRY,1,ASPHALT9,CRUSH.CONC,1996,,2014,4,,84,,1712,,,2011-11-22T00:00:00.000Z,8576
11866,49404940402,49TH ST E,49TH ST E,40TH AVE S,RES,2730,13,ASPHALT7m,S.GRAN.MAT.,1982,,2006,3,,,69,240,,,2013-07-26T00:00:00.000Z,5594
11867,54418262816,54TH ST E,HIAWATHA LN,RIVERVIEW RD,MSA,321,3,ASPHALT,UNKNOWN,2001,,2007,1,,66,,635,,,2011-10-04T00:00:00.000Z,6088
11868,2.00304E+11,JAMES AVE S,36TH ST W,IRVING AVE S,RES,2781,1,ASPHALT7,CRUSH.CONC,1991,,2001,2,,,52,613,,,2013-06-11T00:00:00.000Z,9164
11869,1.23622E+11,WILLIAM BERRY PKWY,WEST LAKE HARRIET PKWY,LINDEN HILLS BLVD,PRKBD,WILBPK,1,ASPHALT7m,CLASS 5,1980,,2001,1,,64,,459,,,2011-11-28T00:00:00.000Z,12341
11870,1.50114E+11,EAST HENNEPIN AVE,DE LASALLE DR,HENNEPIN AVE,CSAH,52,1A,CONCRETE,UNKNOWN,1990,,,,,,,770,,,,7789
11871,2.91103E+11,SHERIDAN AVE N,30TH AVE N,LOWRY AVE N,RES,2672,6,ASPHALT7,CRUSH.CONC,1979,,2001,3,,,64,659,,,2011-08-29T00:00:00.000Z,11196
11872,1123041427,1ST AVE NE,MAIN ST NE,DE LASALLE DR,CSAH,52,1A,CONCRETE,UNKNOWN,1990,,,,,,,622,,,,16
11873,1.90403E+11,IRVING AVE S,27TH ST W,26TH ST W,RES,2783,2A,ASPHALT7,CRUSH.ROCK,1989,,2001,2,,,73,780,,,2013-07-02T00:00:00.000Z,9083
11874,1.82303E+11,HUMBOLDT AVE S,26TH ST W,25 1/2 ST W,RES,2742,4,ASPHALT7,CRUSH.CONC,1986,,1998,2,,,62,400,,,2014-07-02T00:00:00.000Z,8968
11875,4.25918E+11,25 1/2 ST W,HUMBOLDT AVE S,GIRARD AVE S,RES,2742,11,ASPHALT7,CRUSH.CONC,1986,,1998,2,,,62,338,,,2014-07-02T00:00:00.000Z,2509
11876,2.20703E+11,EAST LAKE OF THE ISLES PKWY,25TH ST W,22ND ST W,PRKBD,LKISLE,2E,ASPHALT7m,CLASS 5,1979,2009,2010,1,,89,,909,,,2013-11-19T00:00:00.000Z,7861
11877,1.70403E+11,GIRARD AVE S,27TH ST W,HENNEPIN AVE,RES,2754,1,ASPHALT7,CRUSH.CONC,1984,,,,2014,,100,366,,,2014-11-01T00:00:00.000Z,8527
11878,22919041823,22ND ST W,IRVING AVE S,HUMBOLDT AVE S,RES,2742,14,ASPHALT7,CRUSH.CONC,1986,,1998,2,,,62,393,,,2014-07-02T00:00:00.000Z,2157
11879,47203542607,47TH AVE S,35TH ST E,PARK TER,RES,2794,5A,ASPHALT7,CRUSH.CONC,1983,,1993,2,,,61,227,,,2013-08-26T00:00:00.000Z,5402
11880,47226070344,47TH AVE S,PARK TER,34TH ST E,RES,2794,5A,ASPHALT7,CRUSH.CONC,1983,,1993,2,,,61,61,,,2013-08-26T00:00:00.000Z,5403
11881,34223412340,34TH AVE S,EAST MINNEHAHA PKWY,EAST MINNEHAHA PKWY,MSA,247,2,CONCRETE,S.GRAN.MAT.,1971,,,,,54,,135,,,2010-08-25T00:00:00.000Z,3671
